n;id;age;gender;foreigner;country_orig;orig_in_zone;mpio_orig;resid_in_zone;mpio_resid;resid_in_dept;years_resid;activity;sector;econ_sector;educ;env_home;dwel_type;wages_smmv;opp_city_nat;for_wet_pub;junt_loc_ef;partic_com
2024;3617;74;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;74;unemployed;NA;NA;Secundary (bachillerato);Urban;Rent;7;4;4;3;2
2025;3625;74;female;FALSE;Colombia;FALSE;Guavatá;TRUE;Bogotá D.C.;TRUE;50;unemployed;NA;NA;Secundary (bachillerato);Urban;Family;1;1;5;3;3
2026;3638;30;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;30;unemployed;NA;NA;Secundary (bachillerato);Urban;Rent;1;2;4;1;1
2027;3644;35;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;35;unemployed;NA;NA;Pregraduate;Urban;Property;2;4;4;4;4
2028;3631;45;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;26;unemployed;NA;NA;Pregraduate;Urban;Property;2;3;3;3;3
2029;3636;58;female;FALSE;Colombia;FALSE;Chiquinquirá;TRUE;Bogotá D.C.;TRUE;55;independent;private or independant;Other;Primary;Urban;Property;NA;2;4;2;2
2030;3670;20;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;20;student;NA;NA;Pregraduate;Urban;Family;1;3;3;3;3
2031;3649;48;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;48;unemployed;NA;NA;Pregraduate;Urban;Property;3;3;4;1;4
2032;3674;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;student;NA;NA;Pregraduate;Urban;Family;10;4;3;1;1
2033;3646;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Secundary (bachillerato);Urban;Property;8;1;4;2;4
2034;3679;51;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;51;unemployed;NA;NA;Master;Rural;Property;3;3;3;3;3
2035;3657;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Secundary (bachillerato);Urban;Property;6;2;NA;3;3
2036;3672;20;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;21;student;NA;NA;Secundary (bachillerato);Urban;Property;6;NA;3;2;NA
2037;3663;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Secundary (bachillerato);Urban;Property;5;1;5;1;2
2038;3575;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Secundary (bachillerato);Urban;Property;5;2;2;4;4
2039;3688;19;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;student;NA;NA;Secundary (bachillerato);Urban;Property;10;4;3;3;2
2040;3678;49;male;FALSE;Colombia;TRUE;Bogotá D.C.;NA;NA;NA;49;employee;private or independant;Other;Pregraduate;Urban;Property;3;4;1;1;1
2041;3702;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;student;NA;NA;Pregraduate;Urban;Property;8;3;1;4;4
2042;3703;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Secundary (bachillerato);Urban;Property;8;NA;2;2;NA
2043;3725;20;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;20;student;NA;NA;Secundary (bachillerato);Urban;Property;3;4;2;1;1
2044;3719;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Pregraduate;Urban;Family;7;3;4;3;3
2045;3721;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Secundary (bachillerato);Urban;Property;10;NA;4;4;2
2046;3727;64;female;FALSE;Colombia;FALSE;Cali;TRUE;Bogotá D.C.;TRUE;45;unemployed;NA;NA;Secundary (bachillerato);Urban;Property;4;5;2;2;3
2047;3595;22;male;FALSE;Colombia;FALSE;Sibaté;FALSE;Sibaté;TRUE;22;student;NA;NA;Pregraduate;Urban;Family;1;2;5;5;4
2048;3733;21;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;21;student;NA;NA;Pregraduate;Urban;Property;9;2;4;2;3
2049;3739;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;student;NA;NA;Secundary (bachillerato);Urban;Property;2;4;2;3;3
2050;3697;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Pregraduate;Urban;Property;8;2;1;3;2
2051;3750;22;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;22;student;NA;NA;Pregraduate;Urban;Family;5;2;1;2;2
2052;3729;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;17;student;NA;NA;Secundary (bachillerato);Urban;Family;9;1;4;3;3
2053;3757;49;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;49;unemployed;NA;NA;Pregraduate;Rural;Family;5;2;4;2;2
2054;3742;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Secundary (bachillerato);Urban;Property;7;3;4;2;4
2055;3747;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;student;NA;NA;Pregraduate;Urban;Property;10;5;4;1;3
2056;3755;16;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;11;student;NA;NA;Pregraduate;Urban;Family;10;3;4;3;3
2057;3760;67;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;52;unemployed;NA;NA;Master;Urban;Family;5;4;5;3;3
2058;3788;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Pregraduate;Urban;Rent;4;2;4;2;4
2059;3728;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Pregraduate;Urban;Property;1;4;1;3;3
2060;3459;22;male;FALSE;Colombia;FALSE;Bucaramanga;TRUE;Cajicá;TRUE;2;student;NA;NA;Pregraduate;Urban;Property;10;1;2;4;3
2061;3811;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Pregraduate;Urban;Property;9;3;4;3;2
2062;3807;20;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;20;student;NA;NA;Pregraduate;Urban;Property;5;2;5;4;3
2063;3815;30;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;30;student;NA;NA;Secundary (bachillerato);Urban;Property;8;4;1;3;3
2064;3808;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Secundary (bachillerato);Urban;Property;10;2;2;2;2
2065;3822;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;student;NA;NA;Pregraduate;Urban;Property;2;3;4;2;2
2066;3772;19;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;3;student;NA;NA;Pregraduate;Urban;Property;2;4;2;3;3
2067;3818;18;male;FALSE;Colombia;FALSE;Chiquinquirá;TRUE;Bogotá D.C.;TRUE;17;student;NA;NA;Secundary (bachillerato);Urban;Family;10;2;3;2;1
2068;3824;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Pregraduate;Urban;Property;1;5;2;5;5
2069;3517;55;male;FALSE;Colombia;TRUE;Bogotá D.C.;FALSE;Cali;FALSE;34;independent;NA;Personal services;Pregraduate;Urban;Property;4;4;4;3;2
2070;3804;17;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;17;student;NA;NA;Secundary (bachillerato);Urban;Property;8;1;2;1;1
2071;3826;24;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;24;unemployed;NA;NA;Secundary (bachillerato);Urban;Family;3;3;1;3;1
2072;3802;17;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;17;student;NA;NA;Pregraduate;Suburb;Family;10;4;4;1;3
2073;3781;18;female;FALSE;Colombia;TRUE;La Calera;TRUE;La Calera;TRUE;18;student;NA;NA;Secundary (bachillerato);Rural;Family;2;4;2;2;3
2074;3855;17;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;17;student;NA;NA;Pregraduate;Urban;Property;5;1;5;3;3
2075;3873;20;male;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;4;student;NA;NA;Pregraduate;Urban;Rent;2;2;4;2;3
2076;3870;28;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;28;student;NA;NA;Secundary (bachillerato);Urban;Property;8;2;3;4;4
2077;3869;25;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;25;student;NA;NA;Pregraduate;Urban;Property;1;5;3;1;3
2078;3908;37;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;37;unemployed;NA;NA;Secundary (bachillerato);Urban;Rent;5;3;3;3;3
2079;3922;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;student;NA;NA;Secundary (bachillerato);Urban;Family;7;3;5;3;5
2080;3923;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;student;NA;NA;Secundary (bachillerato);Urban;Property;10;4;3;4;3
2081;3907;51;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;25;unemployed;NA;NA;Secundary (bachillerato);Urban;Family;2;1;1;5;2
2082;3942;34;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;34;unemployed;NA;NA;Secundary (bachillerato);Urban;Family;3;1;1;3;3
2083;3944;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Pregraduate;Urban;Family;6;NA;1;3;NA
2084;3934;20;male;FALSE;Colombia;FALSE;Medellín;TRUE;Bogotá D.C.;TRUE;3;student;NA;NA;Pregraduate;Urban;Family;2;1;4;1;1
2085;3947;17;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;17;student;NA;NA;Pregraduate;Urban;Family;6;NA;2;2;NA
2086;3948;30;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;30;unemployed;NA;NA;Pregraduate;Urban;Family;2;2;4;4;4
2087;3951;19;female;FALSE;Colombia;FALSE;Cumaral;TRUE;Bogotá D.C.;TRUE;3;student;NA;NA;Pregraduate;Urban;Rent;3;1;2;3;3
2088;3950;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Secundary (bachillerato);Urban;Family;5;NA;2;2;NA
2089;3927;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Secundary (bachillerato);Urban;Family;10;2;4;1;1
2090;3886;56;female;FALSE;Colombia;FALSE;Valledupar;TRUE;Bogotá D.C.;TRUE;37;unemployed;NA;NA;Pregraduate;Urban;Rent;3;3;1;4;3
2091;3958;21;male;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;2;student;NA;NA;Pregraduate;Urban;Rent;2;2;3;3;3
2092;3965;20;male;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;2;student;NA;NA;Pregraduate;Urban;Rent;2;3;3;3;3
2093;3971;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Pregraduate;Urban;Family;4;2;2;3;4
2094;3972;21;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;21;student;NA;NA;Secundary (bachillerato);Urban;Property;7;NA;3;3;NA
2095;3871;39;female;FALSE;Colombia;FALSE;Manizales;TRUE;Bogotá D.C.;TRUE;9;unemployed;NA;NA;Master;Urban;Rent;2;1;5;3;3
2096;3987;18;male;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;1;student;NA;NA;Pregraduate;Urban;Rent;3;2;2;2;2
2097;3980;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;student;NA;NA;Secundary (bachillerato);Urban;Rent;3;5;3;3;2
2098;3989;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;student;NA;NA;Pregraduate;Urban;Family;3;4;1;3;4
2099;4026;77;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;77;unemployed;NA;NA;Secundary (bachillerato);Urban;Property;8;4;4;2;4
2100;4003;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Pregraduate;Urban;Rent;7;3;3;3;3
2101;3946;71;female;FALSE;Colombia;FALSE;Cartagena de Indias;FALSE;La Mesa;TRUE;7;unemployed;NA;NA;Pregraduate;Suburb;Property;5;3;4;2;2
2102;4005;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Chía;TRUE;12;student;NA;NA;Pregraduate;Suburb;Property;5;1;4;3;3
2103;4008;18;male;FALSE;Colombia;FALSE;Barrancabermeja;TRUE;Bogotá D.C.;TRUE;1;student;NA;NA;Pregraduate;Urban;Rent;1;2;5;2;1
2104;4021;21;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;21;student;NA;NA;Pregraduate;Urban;Rent;10;3;2;4;2
2105;4017;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Pregraduate;Urban;Rent;10;3;1;5;3
2106;4028;17;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;17;student;NA;NA;Secundary (bachillerato);Urban;Family;7;2;3;2;2
2107;4010;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Pregraduate;Urban;Property;1;2;2;3;3
2108;4041;21;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;21;student;NA;NA;Pregraduate;Urban;Property;7;4;3;4;3
2109;4032;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Secundary (bachillerato);Urban;Family;5;2;4;3;4
2110;4042;21;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;21;student;NA;NA;Pregraduate;Urban;Property;9;4;3;2;2
2111;4038;19;female;FALSE;Colombia;FALSE;Pitalito;TRUE;Bogotá D.C.;TRUE;3;student;NA;NA;Pregraduate;Urban;Rent;3;3;2;3;4
2112;4033;20;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;20;student;NA;NA;Secundary (bachillerato);Urban;Property;10;4;3;2;4
2113;4053;45;female;FALSE;Colombia;FALSE;Tuluá;TRUE;Bogotá D.C.;TRUE;20;unemployed;NA;NA;Secundary (bachillerato);Urban;Property;8;3;3;3;3
2114;4054;19;female;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;2;student;NA;NA;Pregraduate;Urban;Rent;3;2;3;3;3
2115;4052;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Secundary (bachillerato);Urban;Family;8;2;4;3;4
2116;4059;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;student;NA;NA;Secundary (bachillerato);Urban;Property;10;4;4;1;2
2117;4068;21;female;FALSE;Colombia;FALSE;Ibagué;TRUE;Bogotá D.C.;TRUE;4;student;NA;NA;Pregraduate;Urban;Rent;4;4;3;3;3
2118;4063;17;female;FALSE;Colombia;FALSE;Cartagena de Indias;TRUE;Bogotá D.C.;TRUE;2;student;NA;NA;Pregraduate;Urban;Family;7;3;1;4;3
2119;4073;80;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;65;unemployed;NA;NA;Secundary (bachillerato);Urban;Family;2;3;3;3;3
2120;4077;22;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;4;student;NA;NA;Pregraduate;Urban;Rent;3;4;4;4;4
2121;4074;18;female;FALSE;Colombia;FALSE;Ibagué;TRUE;Bogotá D.C.;TRUE;13;student;NA;NA;Secundary (bachillerato);Urban;Family;6;2;3;5;3
2122;4075;19;male;FALSE;Colombia;FALSE;Bucaramanga;TRUE;Bogotá D.C.;TRUE;2;student;NA;NA;Pregraduate;Urban;Rent;1;2;4;3;3
2123;4082;20;male;FALSE;Colombia;FALSE;Medellín;TRUE;Bogotá D.C.;TRUE;2;student;NA;NA;Pregraduate;Urban;Property;10;NA;5;2;1
2124;4084;22;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;3;student;NA;NA;Pregraduate;Rural;Property;4;4;4;4;4
2125;4078;19;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;student;NA;NA;Pregraduate;Urban;Rent;5;3;2;2;3
2126;4083;18;male;FALSE;Colombia;FALSE;Villavicencio;TRUE;Bogotá D.C.;TRUE;6;student;NA;NA;Secundary (bachillerato);Urban;Rent;10;3;2;1;3
2127;3985;22;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;22;student;NA;NA;Secundary (bachillerato);Urban;Property;7;2;3;3;3
2128;4081;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Pregraduate;Suburb;Property;10;2;2;3;3
2129;4101;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;student;NA;NA;Pregraduate;Urban;Family;10;1;2;3;5
2130;4098;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;student;NA;NA;Pregraduate;Urban;Property;6;3;2;4;3
2131;4110;47;female;FALSE;Colombia;FALSE;Neira;TRUE;Bogotá D.C.;TRUE;25;unemployed;NA;NA;Pregraduate;Urban;Property;5;2;2;4;4
2132;4109;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Pregraduate;Urban;Property;10;1;3;2;1
2133;4118;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Pregraduate;Urban;Property;10;1;2;3;3
2134;4120;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Secundary (bachillerato);Urban;Property;8;2;5;1;1
2135;4113;25;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;25;student;NA;NA;Pregraduate;Urban;Family;1;2;1;2;3
2136;4137;49;female;FALSE;Colombia;FALSE;Neira;TRUE;Bogotá D.C.;TRUE;24;unemployed;NA;NA;Secundary (bachillerato);Urban;Property;5;3;2;4;4
2137;4151;27;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;27;student;NA;NA;Primary;Urban;Property;1;5;1;5;5
2138;4143;23;male;FALSE;Colombia;FALSE;Medellín;TRUE;Bogotá D.C.;TRUE;4;student;NA;NA;Pregraduate;Urban;Family;3;4;4;4;4
2139;4146;37;female;FALSE;Colombia;FALSE;Neira;TRUE;Bogotá D.C.;TRUE;20;unemployed;NA;NA;Pregraduate;Urban;Property;5;5;3;3;3
2140;4149;22;female;FALSE;Colombia;FALSE;Arjona;TRUE;Bogotá D.C.;TRUE;3;student;NA;NA;Pregraduate;Urban;Rent;3;4;4;4;4
2141;4139;20;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;20;student;NA;NA;Secundary (bachillerato);Urban;Family;2;4;3;2;1
2142;4138;18;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Pregraduate;Urban;Property;6;2;3;3;1
2143;3848;73;female;FALSE;Colombia;FALSE;Cali;TRUE;Bogotá D.C.;TRUE;60;unemployed;NA;NA;Pregraduate;Urban;Property;3;3;3;3;3
2144;4156;19;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;student;NA;NA;Secundary (bachillerato);Urban;Family;10;5;3;2;2
2145;4158;17;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;17;student;NA;NA;Pregraduate;Urban;Property;5;2;1;3;3
2146;4148;19;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;19;student;NA;NA;Pregraduate;Urban;Property;6;2;3;2;3
2147;4169;18;male;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;3;student;NA;NA;Secundary (bachillerato);Urban;Rent;5;3;3;5;3
2148;4179;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;student;NA;NA;Secundary (bachillerato);Urban;Rent;4;1;3;1;1
2149;4178;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;17;student;NA;NA;Secundary (bachillerato);Urban;Family;7;3;3;3;3
2150;4195;17;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;17;student;NA;NA;Pregraduate;Urban;Rent;4;4;2;3;3
2151;2333;73;female;FALSE;Colombia;FALSE;Villahermosa;TRUE;Bogotá D.C.;TRUE;62;unemployed;NA;NA;Primary;Rural;Family;3;2;4;3;3
2152;4154;24;male;FALSE;Colombia;FALSE;Ocaña;TRUE;Bogotá D.C.;TRUE;3;student;NA;NA;Pregraduate;Urban;Family;4;NA;1;2;3
2153;4204;18;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;18;unemployed;NA;NA;Pregraduate;Urban;Family;1;4;3;3;3
2154;4164;40;male;FALSE;Colombia;FALSE;Pesca;TRUE;Bogotá D.C.;TRUE;1;unemployed;NA;NA;Pregraduate;Urban;Rent;7;4;4;4;3
2155;4217;17;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;17;student;NA;NA;Secundary (bachillerato);Urban;Property;9;4;3;2;3
2156;3854;20;female;FALSE;Colombia;FALSE;Honda;TRUE;Bogotá D.C.;TRUE;5;student;NA;NA;Pregraduate;Urban;Family;3;5;4;2;2
2157;4228;67;female;FALSE;Colombia;FALSE;San Gil;TRUE;Bogotá D.C.;TRUE;49;unemployed;NA;NA;Secundary (bachillerato);Urban;Property;7;4;2;2;2
2158;4214;18;male;FALSE;Colombia;FALSE;Cali;TRUE;Bogotá D.C.;TRUE;17;unemployed;NA;NA;Pregraduate;Urban;Family;1;3;2;3;4
2159;4232;76;male;FALSE;Colombia;FALSE;Popayán;TRUE;Bogotá D.C.;TRUE;50;unemployed;NA;NA;Secundary (bachillerato);Urban;Property;7;4;2;3;2
2160;4222;19;male;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;2;student;NA;NA;Pregraduate;Urban;Rent;3;1;5;1;2
2161;4207;23;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;23;student;NA;NA;Pregraduate;Urban;Property;6;1;5;2;3
2162;4238;27;female;FALSE;Colombia;NA;NA;TRUE;Bogotá D.C.;TRUE;5;employee;private or independant;Banks and Finance;Pregraduate;Urban;Property;3;2;4;3;3
2163;4236;39;female;FALSE;Colombia;FALSE;Cali;TRUE;Bogotá D.C.;TRUE;4;unemployed;NA;NA;Pregraduate;Suburb;Rent;5;3;4;2;3
2164;4245;19;female;FALSE;Colombia;FALSE;El Colegio;TRUE;Bogotá D.C.;TRUE;15;student;NA;NA;Pregraduate;Suburb;Family;4;4;3;1;3
2165;4253;22;female;NA;NA;NA;NA;TRUE;Bogotá D.C.;TRUE;3;employee;private or independant;Banks and Finance;Pregraduate;Urban;Property;4;4;3;3;3
2166;4246;22;female;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;5;student;NA;NA;Pregraduate;Urban;Rent;5;2;3;4;3
2167;4269;20;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;20;student;NA;NA;Pregraduate;Urban;Property;7;2;3;4;2
2168;4258;23;male;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;5;student;NA;NA;Pregraduate;Urban;Family;4;2;2;3;2
2169;4259;24;male;NA;NA;NA;NA;TRUE;Bogotá D.C.;TRUE;2;employee;private or independant;Banks and Finance;Pregraduate;Rural;Property;3;2;3;3;2
2170;3884;65;female;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;61;unemployed;NA;NA;Secundary (bachillerato);Rural;Property;2;4;4;4;3
2171;4260;20;female;FALSE;Colombia;FALSE;Pasto;TRUE;Bogotá D.C.;TRUE;4;student;NA;NA;Pregraduate;Urban;Rent;3;4;3;3;2
2172;4261;21;male;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;4;student;NA;NA;Pregraduate;Urban;Rent;4;3;3;3;2
2173;4264;19;male;FALSE;Colombia;FALSE;Ibagué;TRUE;Bogotá D.C.;TRUE;3;student;NA;NA;Pregraduate;Urban;Rent;5;1;3;3;3
2174;4263;20;male;FALSE;Colombia;TRUE;Bogotá D.C.;TRUE;Bogotá D.C.;TRUE;3;student;NA;NA;Pregraduate;Urban;Family;4;1;3;3;3
2175;4265;22;female;FALSE;Colombia;FALSE;Cúcuta;TRUE;Bogotá D.C.;TRUE;5;student;NA;NA;Pregraduate;Urban;Property;5;3;3;2;2
2176;4268;21;male;FALSE;Colombia;FALSE;Sardinata;TRUE;Bogotá D.C.;TRUE;1;student;NA;NA;Pregraduate;Urban;Family;4;4;3;3;2
2177;2419;52;female;FALSE;Colombia;FALSE;La Palma;TRUE;Bogotá D.C.;TRUE;51;unemployed;NA;NA;Secundary (bachillerato);Urban;Rent;4;2;2;2;4
